date;mission;device_type;device_status;hash
280725172002;CLNM;satellite;faulty;a7595c339aac485c21767f8359c9256cb980bb6c318c63a36c994d1fa3b9e808
280725172002;CLNM;ship;unknown;6216f2e2576d912fa8ddc84c2b2ecf4ee05aa8ff70666f6059c714a8dead7032
280725172002;CLNM;ship;unknown;6216f2e2576d912fa8ddc84c2b2ecf4ee05aa8ff70666f6059c714a8dead7032
280725172001;CLNM;vehicle;unknown;62d3032d5d002708fff7ec1e329067237efa3e5ce637bcf10016f42f556f9b46
280725172002;CLNM;ship;warning;c0f5154bd9f7eedc8ae7f4d902983524e209848c93833dc8dce1948703c8f989
280725172002;CLNM;satellite;good;d12e88d07248b312b2ceebe0fc4b2301773c2d91bf78e3b138986acd21ce21fc
280725172002;CLNM;vehicle;excellent;a61dbe4c9d86356da305acf9873aa9e238b815b1a3ecc4448464c86ebab2aae7
280725172002;CLNM;ship;good;a4058a7cc6bebdc1b046da4a891d2693855ac77e0f44b881cead566d0783763a
280725172002;GALXONE;ship;unknown;0ad9865fe8b7de5db8ef7bf3b255c89f5e8983e8748ba31f97185159aebb8698
280725172002;GALXONE;satellite;killed;250d2a52ded1c76f8f65dd29872e171133b289bc1a4a4f9d71f6998ab2e32bb8
280725172002;GALXONE;ship;excellent;07d13e00cae6d500abe0b8b45143a3ab71b869d17397858b863d3c562b670bd2
280725172002;GALXONE;satellite;good;4967d1b11e3b1f4969a5f208c99a4cd35bf4c5259df34cbab2374bf2847fa39f
280725172002;GALXONE;ship;unknown;0ad9865fe8b7de5db8ef7bf3b255c89f5e8983e8748ba31f97185159aebb8698
280725172002;GALXONE;spacesuit;killed;fe6de7e1bd855bf442d5741ac383741d4ca571d404da75c3a630c18be1742b10
280725172001;GALXONE;ship;excellent;7e4813d45609600b0fb9657a0a7244140c90ae667ca0ad41c03cb8787b8ab621
280725172002;GALXONE;satellite;faulty;0c3ec1a9da8395789f87761464f31b3ac541b983935d9242dcf56bc7bf5df3a9
280725172002;ORBONE;vehicle;faulty;978740b34f63727c8c35963915aaa396441506433c783b98db239d742c8f403f
280725172001;ORBONE;satellite;faulty;78d3ae09f654b850fd341139e54557ddc45500bde65c39ea32987d525892c172
280725172002;ORBONE;vehicle;excellent;79e70e292feab0989e6fbb5e95396b7837f1b84431ebed871b27b85510617aa7
280725172001;ORBONE;satellite;unknown;967ceaa6a2f3b5e1692a51ab8483d8ad227968c4e984ae5379f9898060e19352
280725172002;ORBONE;spacesuit;warning;ca830fa964da567a04a50bcb6c810400ccf70d8cb1b7ce92423730a60c26532e
280725172002;ORBONE;ship;faulty;5ad7f774d83262b2c901eaedf0e8cc1c40f1fd9e1f5770bd682f2f494166c085
280725172002;ORBONE;satellite;warning;6f4ce6371ca03a52d010f050497ec44d23e6c0c4a4a7443b1db1b7ce4310f959
280725172002;ORBONE;vehicle;warning;005646995f33d4d5c34a9aa2e8ad83fa8c762b0dcc9ab777631a5b798d41b6b5
280725172002;ORBONE;satellite;unknown;a7ce2b0c7521d1dc7fa4ef75249221916e6ef90e8495ecbf2d684718218ce3f4
280725172002;ORBONE;ship;killed;0695df1bb16e8b6020d8c95901dca919041766dce1e250c63d9cb4fe3d078d3c
280725172002;ORBONE;satellite;excellent;dcce2935cd4d2cef7063e8a0bb017004d5dd941b98beb4083ba094e8097b659f
280725172002;TMRS;vehicle;good;b152c5919a82d41fefd3781d9c5497b711e7b87b1ce33ada51db227bb519557f
280725172002;TMRS;ship;excellent;209cc4eca6114cd2e9f8a5e469b3f8664458a4e3b6dab929dde9f8adca65059a
280725172002;TMRS;ship;good;74fe2a34f6f4732dee29881d7358100cca9efdfd7b52eca66178169d6edea088
280725172002;TMRS;vehicle;killed;c31adbd1cc320ecc09bb44d3ecb3641e2a4a24772a8a79ae7fb583391daa3cf5
280725172002;TMRS;ship;excellent;209cc4eca6114cd2e9f8a5e469b3f8664458a4e3b6dab929dde9f8adca65059a
280725172002;TMRS;spacesuit;warning;03f47b00a0def7085f5a138cbcc05523276febb3cc9bdedae5e1a32e25d17c6c
280725172002;TMRS;spacesuit;excellent;5f2d6b5eb63dc247aa1dad7a7ca5ba97d65d1dd3ef144d2736dd09065985c0c7
280725172002;TMRS;ship;killed;dc344b1cc72bb4fb7cceff39a434b7441fff1ea2135cae6accae3a1e5d1c6f13
280725172002;TMRS;vehicle;killed;c31adbd1cc320ecc09bb44d3ecb3641e2a4a24772a8a79ae7fb583391daa3cf5
280725172001;TMRS;ship;excellent;b9d09a3ea4232b3491429a7d91d84b9467b7179b23f67e273a351d7363690317
280725172002;TMRS;satellite;faulty;e09e5f56b8f8079b2b6509f784b9c0e3a5e408b2d9a3183f88f1ccd1a9156add
280725172002;TMRS;ship;warning;615a16e48dad1006d55af86f837212be3a7ed152b57959ee9b0066e59aa7fad7
280725172001;TMRS;vehicle;faulty;51a2894eb086dabd7391c8e5f9db84cc381b56ac3a228a97c53772b3f5057b11
280725172002;UNKN;unknown;unknown;unknown
280725172002;UNKN;unknown;unknown;unknown
280725172002;UNKN;unknown;unknown;unknown
280725172001;UNKN;unknown;unknown;unknown
280725172102;CLNM;spacesuit;excellent;475e881e5b9e85f1c532902ef873c8695e7764ea2dda35668ec8017fc51b497c
280725172102;CLNM;spacesuit;good;f514f0d55706ad07e8dc8905c6a7a333bc7bd27aea39a8e2bd38075c57a19c4b
280725172102;CLNM;vehicle;killed;3612918164eda770216d247a7c43eb20b2d7aaef75eb767a5ccbaf9d7eb30b6e
280725172102;CLNM;spacesuit;killed;01b3d18aab6be5f3bafa67b705ee848907b560831ec8108d9bec93d4f82a23c4
280725172102;CLNM;ship;faulty;8d755c86f2cad119e2b8329f2675115c7875b5e262b00924c2a61d239f2077e9
280725172101;CLNM;spacesuit;warning;1fbe7de44e7a9e202059d1bda7741358dd9bc64204755cc06fc64a115a4506cf
280725172102;CLNM;vehicle;killed;3612918164eda770216d247a7c43eb20b2d7aaef75eb767a5ccbaf9d7eb30b6e
280725172102;CLNM;vehicle;excellent;5fd8b9b9ca0c24a3620efc6d943bc2f20d83456b21a89b53d27c48e34d9c89ea
280725172102;CLNM;spacesuit;excellent;475e881e5b9e85f1c532902ef873c8695e7764ea2dda35668ec8017fc51b497c
280725172102;CLNM;spacesuit;killed;01b3d18aab6be5f3bafa67b705ee848907b560831ec8108d9bec93d4f82a23c4
280725172102;CLNM;satellite;faulty;1c71629b1afe363dd3d7becfee57ba48e2940b80e5a418faba8429868da14337
280725172102;CLNM;ship;unknown;6906a16fce1692bba5abb039152255759860eca8efb40d0e362b2740313a51ab
280725172102;CLNM;ship;unknown;6906a16fce1692bba5abb039152255759860eca8efb40d0e362b2740313a51ab
280725172102;CLNM;spacesuit;unknown;b37e0736491891bf5726d1a8a3b7551d0eef235077d9954d07a2dcde86fbcdb4
280725172101;GALXONE;vehicle;killed;832ced3881b5ddd5683111a345f446c04d0fb6f27b5848a19defe56b29f703b1
280725172101;GALXONE;vehicle;warning;b94a7fa20a8598115a1f355c200a1c3dffa7f12e6cfddcb0837777f4875b5361
280725172101;GALXONE;ship;unknown;cfa33e14d7d4b23bf647ae404a2971cef7e97df4ff06b2e208b149ca45858512
280725172102;GALXONE;vehicle;faulty;d70aab54c429ec6145bab3499780bed1dc5a62a7b18563e98df491d4229bcd3f
280725172102;GALXONE;vehicle;faulty;d70aab54c429ec6145bab3499780bed1dc5a62a7b18563e98df491d4229bcd3f
280725172102;GALXONE;vehicle;faulty;d70aab54c429ec6145bab3499780bed1dc5a62a7b18563e98df491d4229bcd3f
280725172102;GALXONE;spacesuit;unknown;e9d31fb0674be6c02f29da866e483e48add2ee9aa2ca42e500e620f20255f8db
280725172102;GALXONE;ship;excellent;e2dfdb3ce6e1dc49fafeaefe84e34bc253e9e2f78321a6529c6be884fda21001
280725172102;GALXONE;satellite;warning;31902d955159b360499834a2e86e7c3e79a11f012a649434568209065b801881
280725172102;GALXONE;satellite;killed;d9b4d2b8773967c9f3099e688dcb857ce9f4f08ce78cd6db76edc37c3e2b7edd
280725172102;GALXONE;spacesuit;good;6d48df95f5f636cdacd809d6e917ab3ec074a8689d37376296c641d343be3c2a
280725172102;GALXONE;vehicle;killed;563587e9e04e5b5c3b71e281beef3900f8740d0debb0a792b40d2fabc0c20886
280725172102;GALXONE;satellite;killed;d9b4d2b8773967c9f3099e688dcb857ce9f4f08ce78cd6db76edc37c3e2b7edd
280725172102;GALXONE;vehicle;faulty;d70aab54c429ec6145bab3499780bed1dc5a62a7b18563e98df491d4229bcd3f
280725172102;GALXONE;satellite;killed;d9b4d2b8773967c9f3099e688dcb857ce9f4f08ce78cd6db76edc37c3e2b7edd
280725172102;GALXONE;ship;excellent;e2dfdb3ce6e1dc49fafeaefe84e34bc253e9e2f78321a6529c6be884fda21001
280725172102;GALXONE;ship;killed;13304c53378150ae9dbe1cc835f4637f3ca4f2f08c483d704e5009f36422e8cc
280725172102;GALXONE;spacesuit;warning;3bc158f4d772ab42906850b55bc58438ef03d432f685c1fab3023d8d8c1b844a
280725172102;ORBONE;ship;excellent;3b01cd3cdd6e873b9f71253a32d05ebea5b3336560b0f92745e19de2e0cd7e4b
280725172101;ORBONE;spacesuit;excellent;5f3f4bebdd3a49405ab1e5344ff8d4ae8eef18f59063a2a3f100c958eb175cf7
280725172102;ORBONE;spacesuit;warning;19f87cc0578ee939ca40a44573643a76c18f853de65305d608474ecbbe0a4dbc
280725172102;ORBONE;satellite;unknown;4dea3d1d9d2f23f58e4e8d54ecfd8c43ed16a777937c4da33912b705f9df1e80
280725172102;ORBONE;vehicle;unknown;9a103dde970058e8a9aca0184a5da2c509ece3de691984ba32cc357f4177d689
280725172102;ORBONE;satellite;faulty;a183095f734d5468fb260fa7fdc9523f2976f5984415517fc53b82d921717a25
280725172102;ORBONE;ship;unknown;096d22142b7b2a20041293d6708ebeb6b5be3cf6f4cb836e29f44aaaff75f851
280725172102;ORBONE;ship;excellent;3b01cd3cdd6e873b9f71253a32d05ebea5b3336560b0f92745e19de2e0cd7e4b
280725172102;ORBONE;satellite;warning;3b8f4719e7d1a3aeb3f92949f588892d002a6037adb967abe397c30dfebb92ac
280725172102;ORBONE;spacesuit;good;83d5bc9f43573d6b890ccc0bab7a15f51aa489086b3332964a6291fcf38fcf5e
280725172102;ORBONE;ship;good;0adffd7886dfdaac94d55594898b62d8b8bac5f96fa8ea12b0575a3801b3a311
280725172102;ORBONE;satellite;killed;d2124c57219d96d1de107f40d1b4b3e3d6d350d010862484fe9a98e5b34362d9
280725172102;ORBONE;satellite;faulty;a183095f734d5468fb260fa7fdc9523f2976f5984415517fc53b82d921717a25
280725172102;ORBONE;spacesuit;excellent;1bdda98c76277289ff7dde7f3ab39f7b708e46d2b20cbe124b432d047a316e8c
280725172102;ORBONE;spacesuit;warning;19f87cc0578ee939ca40a44573643a76c18f853de65305d608474ecbbe0a4dbc
280725172102;ORBONE;spacesuit;killed;8bf32719500836b44c073fde33f7f214c4cbd0d824b6972144aa3740bad189cd
280725172102;ORBONE;satellite;killed;d2124c57219d96d1de107f40d1b4b3e3d6d350d010862484fe9a98e5b34362d9
280725172102;ORBONE;vehicle;unknown;9a103dde970058e8a9aca0184a5da2c509ece3de691984ba32cc357f4177d689
280725172102;ORBONE;spacesuit;faulty;fb8b94d1ef525cf414624579c1710c7c1955ffa83f805d80cdb92497efeaed18
280725172102;ORBONE;spacesuit;excellent;1bdda98c76277289ff7dde7f3ab39f7b708e46d2b20cbe124b432d047a316e8c
280725172102;ORBONE;ship;excellent;3b01cd3cdd6e873b9f71253a32d05ebea5b3336560b0f92745e19de2e0cd7e4b
280725172102;ORBONE;ship;warning;e1d40893bceeab4eb99ab8785ca50f3e713d795d5d496240f957d9ffb02fd6c7
280725172102;ORBONE;spacesuit;warning;19f87cc0578ee939ca40a44573643a76c18f853de65305d608474ecbbe0a4dbc
280725172102;ORBONE;spacesuit;good;83d5bc9f43573d6b890ccc0bab7a15f51aa489086b3332964a6291fcf38fcf5e
280725172102;ORBONE;satellite;good;e257109766be874b1b80902a7c6584836cea91eeff3472181f1c0129c85308e7
280725172102;ORBONE;spacesuit;faulty;fb8b94d1ef525cf414624579c1710c7c1955ffa83f805d80cdb92497efeaed18
280725172102;TMRS;satellite;unknown;088f521eeafcfe4272fbf4d5efde0ecadb11341bb80ccedce563125691572838
280725172102;TMRS;satellite;faulty;d5f207e77bda8ff6d02cbb18bbf432a2f5b9070409cc312d9a9073b735fd2b40
280725172102;TMRS;spacesuit;unknown;9d78f38b325b23b6b63644c6757d16e1af08594c2e0d7bfcdb6e68c0f57bbe2d
280725172102;TMRS;spacesuit;unknown;9d78f38b325b23b6b63644c6757d16e1af08594c2e0d7bfcdb6e68c0f57bbe2d
280725172102;TMRS;ship;faulty;838644f4050580c0194f5842a27f349577f1c5584976cb1b5f280a4ff9197783
280725172102;TMRS;ship;faulty;838644f4050580c0194f5842a27f349577f1c5584976cb1b5f280a4ff9197783
280725172102;TMRS;satellite;unknown;088f521eeafcfe4272fbf4d5efde0ecadb11341bb80ccedce563125691572838
280725172102;TMRS;ship;unknown;4572b33233d43ea65e380da60aac071119bfc43870f72a8defbe3a5e31c4a4f8
280725172102;TMRS;spacesuit;good;6a0156eb4083749907f50931ffc3f070e8f50b76ed068534abbf18cc9af20d34
280725172102;TMRS;spacesuit;faulty;0b7e12fa7d35a1b711246f142df352e11f832f4185239436c38753ee8cf9f584
280725172102;TMRS;ship;good;8f13ce0227036aa50a3a88bb5dc5dfe71fd24dfe583356d65e7cd56a3953022a
280725172102;TMRS;satellite;killed;1e2481aa0713d1c57ae49329661b3d8c9ea15fdce29fc7ac041e180c49aee206
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172101;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172102;UNKN;unknown;unknown;unknown
280725172101;UNKN;unknown;unknown;unknown
280725172201;CLNM;spacesuit;excellent;2bde8d2f80a824181676e4d5c91126f63094d2b983923bf088c05ae2ada5b2cc
280725172201;CLNM;satellite;warning;83ebaff958a962a0402eab8f3455545f96af2aa4d83c42303c15fdd7b257d5e7
280725172201;CLNM;satellite;killed;a83206883adca81ef5b360faa5546af52dceb0f53fa7d8bd035b139db42f69fc
280725172201;CLNM;satellite;warning;83ebaff958a962a0402eab8f3455545f96af2aa4d83c42303c15fdd7b257d5e7
280725172201;CLNM;ship;faulty;8a1cfcbeba3b50a841c6859d61c416b4a1e91fb7ee1fb39a95fd35a1d9ef36fb
280725172201;CLNM;vehicle;warning;dd192d8def894e0cf650ea96cb647506187e73c226c3985e1bf50498f4dd30b6
280725172201;CLNM;ship;unknown;9f9e79287bda29563b8ccadc9cb6b00e9aa49b1f7cd0962385d6b2fbf0633140
280725172201;CLNM;spacesuit;faulty;9f8f7f9c7f5dbc016f839eb609f66f6f385181073b3823a1164a890a79e666fc
280725172201;GALXONE;vehicle;excellent;347f30d9843acfe001f935a205b341981198cc98ae67dda39dfd5930533c58e1
280725172201;GALXONE;vehicle;good;ecc1183e608dad8b78edab5073b723159100407cdf0ae2c6840d4078d74b0208
280725172201;GALXONE;satellite;excellent;97a6feead8962537e9fed63e2e3105e47f490e0d74ab6aab15c0de96a90aaa61
280725172201;ORBONE;satellite;warning;ab4054b861684d7ad069314231b6092bfc61dace34ee2e12bcc8abc85cb0fa05
280725172201;ORBONE;satellite;warning;ab4054b861684d7ad069314231b6092bfc61dace34ee2e12bcc8abc85cb0fa05
280725172201;ORBONE;satellite;good;0d456f022b937589ed277f269986c89a9f67dc64d99073c74910b13b77c17678
280725172201;ORBONE;spacesuit;good;f2ae9bad703a19815f3dcd9c2bdfb34f12924386ced598b06ce213e72ac5d6bd
280725172201;ORBONE;ship;good;5f533f12d969a19c364a7a98e88569372cd1950cf3e3d2966c458b7c1d323b38
280725172201;ORBONE;ship;unknown;53954105df7a8fad9724fc0dc54c75c01f2343c39cdd07f928b688f53efd0dcd
280725172201;ORBONE;satellite;faulty;cbc3607a5c22d1eb6964b3c038203235285411ee8fb07c4186798a4217f4122e
280725172201;ORBONE;vehicle;warning;bb9953b9e8f103ab2cd4c1e4a6a6c0defe8a13995f1f2b5cb7bfff2b59f5523d
280725172201;ORBONE;spacesuit;good;f2ae9bad703a19815f3dcd9c2bdfb34f12924386ced598b06ce213e72ac5d6bd
280725172201;ORBONE;satellite;warning;ab4054b861684d7ad069314231b6092bfc61dace34ee2e12bcc8abc85cb0fa05
280725172201;ORBONE;spacesuit;killed;aa262725d96f2fc43cf69927509efdb790f8f180d0fad5a3d5448ce81c946bd3
280725172201;ORBONE;spacesuit;excellent;efb0f272385d63b4bc96f7047beff9bb5b2873e67a4bc34d96494837fa1f131e
280725172201;TMRS;satellite;excellent;c68ae38a578a1b029677f9dbb713c7c474634d1072bd6a1ecfffff1c885f7c0f
280725172201;TMRS;vehicle;excellent;145d5eac69dbdecacdc4ac6e5a03b887fdaab15239f499f727a6b261d6477d5a
280725172201;TMRS;spacesuit;killed;124ce287fc7b6504f3a6fe0a97c4b36d48d8f343a162acf8ebd357ca30493f48
280725172201;TMRS;vehicle;killed;f6039a03486cf1faabd3136b3ec9ea51829a2909b4c68f6f77fc98df3cfa8581
280725172201;TMRS;satellite;killed;77abc02f999445c29184119cf4d756e9e3cf5d7dd318ad3ee8a8ba98dfac680c
280725172201;TMRS;ship;killed;6ade928d85791846348ae4403748bf325b03ad0f0b182a6b2ec967051b5ef61c
280725172201;TMRS;ship;unknown;cffe767067f93000b8a9a7d77facb59c68a12ad8362c46a96bfd8f28affa2e25
280725172201;TMRS;vehicle;excellent;145d5eac69dbdecacdc4ac6e5a03b887fdaab15239f499f727a6b261d6477d5a
280725172201;TMRS;vehicle;killed;f6039a03486cf1faabd3136b3ec9ea51829a2909b4c68f6f77fc98df3cfa8581
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172201;UNKN;unknown;unknown;unknown
280725172302;CLNM;ship;unknown;ce9e87744ce4d9ce4d0e33d994b0a597160c3aa53cd429873cef1a60d959edeb
280725172302;CLNM;spacesuit;killed;cd36f318cf592e9f3033c5b7919a9e2c60d971b7a30ebae2f146513d019ceb60
280725172302;CLNM;spacesuit;unknown;e617208c8ea0641b947667d9ab68dc19d69d331e204165b5aa3a4ce1fabb4b72
280725172302;CLNM;ship;good;589aab6cea4d08bba5c07920345db36766f5621cf745858f8dc54bb270833fa8
280725172301;CLNM;ship;excellent;a128a5b8bab503285d7ca75ce80d79c9d8b66640f8f23715b82f5b1a47692297
280725172302;CLNM;ship;killed;1fddce3a143fbd448bc0d1cfbf9eecc76bd2895dd048cadfdfb602b4ef86af65
280725172302;CLNM;spacesuit;unknown;e617208c8ea0641b947667d9ab68dc19d69d331e204165b5aa3a4ce1fabb4b72
280725172302;CLNM;satellite;excellent;7d584174ab75ad9b0cf0a0b4b36cebce63ee650744e1dd92aaacb00eebca9c7d
280725172302;CLNM;satellite;excellent;7d584174ab75ad9b0cf0a0b4b36cebce63ee650744e1dd92aaacb00eebca9c7d
280725172302;CLNM;spacesuit;killed;cd36f318cf592e9f3033c5b7919a9e2c60d971b7a30ebae2f146513d019ceb60
280725172302;CLNM;ship;good;589aab6cea4d08bba5c07920345db36766f5621cf745858f8dc54bb270833fa8
280725172302;CLNM;ship;good;589aab6cea4d08bba5c07920345db36766f5621cf745858f8dc54bb270833fa8
280725172302;CLNM;vehicle;warning;b8bd3e87af38540bda7648734278332e591b318c556c53fa614079e0e9639e82
280725172301;CLNM;spacesuit;faulty;f29528b71e994462e6650d48e76382c0b56f79dfa909f96731843fda7862c549
280725172302;CLNM;satellite;warning;2d0830b96af04928a6db9c62815f9f7d35933369f1c325bd1632072d21506830
280725172301;CLNM;vehicle;faulty;c0bf550d43379e240c3eabf862303f462ccde6cab8dafc265168c513b307f046
280725172301;CLNM;satellite;warning;b282738ae780f0aa3a2520454468a87a13c5e595b80f1cc44fe3310ae12c9de1
280725172302;GALXONE;satellite;unknown;ef28214240c82508b05693502a0f627d67f23d93b30a2972e1b10c7e02d7209b
280725172302;GALXONE;vehicle;good;d72bbb829a1e682532f63c2aacd79989e2c0bb7583aaa741f09f975b6ed43850
280725172301;GALXONE;ship;excellent;f9ecfe0d06eca86fa78de9029c50ba88e16377d8f1c2303b3c8ac5104d26c42c
280725172301;GALXONE;ship;unknown;fb0338571a65073d68abfdb536abefa01a0ecd11cda3a102e4f70e47e7187813
280725172302;GALXONE;vehicle;excellent;55f60265e726e7531f03cba8119d63b4320b9c207d6264cf2afef56216c24c0e
280725172302;GALXONE;spacesuit;excellent;41be5ee0f51fc6cffef1a249e618259691fe89d2a3a79cc60fd9d91b73072b02
280725172302;GALXONE;spacesuit;warning;3792c31ff6712a52ba6b79ca50ae33fd52f341ee4da78a13e5518ad496c903b1
280725172302;GALXONE;ship;unknown;1631cb3e3b34c076483944ef1d147834d56710f47ba3b09184768611e7420c6b
280725172302;GALXONE;vehicle;killed;2815d47e901487579735ab5eb7f683b9fa4b5ef68cf8ff32ef09672a3b665881
280725172302;GALXONE;satellite;warning;57a9f4645a347e1ccf9a612d78a5a4c83ad02d8329a162870dabddb21396dcf6
280725172302;GALXONE;spacesuit;unknown;3150c0821e92145a71a801fbe8c6082d90b2903c06743df7c109cc08f33a0cc4
280725172301;GALXONE;ship;excellent;f9ecfe0d06eca86fa78de9029c50ba88e16377d8f1c2303b3c8ac5104d26c42c
280725172302;GALXONE;vehicle;faulty;895a83fa53f704998c7d31247ad545c681857b8d64c91ab481d53e0bfc44f22b
280725172302;ORBONE;vehicle;warning;dd899d36486eb5af845e297a31651ba06ca8f2246a0893421d963ad0f2befb25
280725172302;ORBONE;vehicle;unknown;58df63b28b2cbc60480c5d2dcde250e574bf07622f5212acd6b2e03d04108574
280725172302;ORBONE;vehicle;killed;b60ee76c8010847d1d13f3f9beae24288070b74467938bbe58b705210e6645df
280725172301;ORBONE;vehicle;faulty;6913ecc1c680a97ec4fe13afe4bc33babda914dabfeec0b5795774d76348273b
280725172302;ORBONE;spacesuit;good;f37d4ebaf5ebad455219e826591f8f2b09597e3c9ab48c3d095dcf8cb3859f90
280725172302;ORBONE;satellite;warning;96096e335d29ebde3d5fb7ed02498f1f12eeaf80b6681e416c8f0dff746ffeb3
280725172302;ORBONE;vehicle;faulty;cb59d7b992408b2c132f2d206a795085ef3e7ca2544d029214322b4b41e94a1a
280725172302;ORBONE;vehicle;unknown;58df63b28b2cbc60480c5d2dcde250e574bf07622f5212acd6b2e03d04108574
280725172302;ORBONE;satellite;unknown;e5a3d0eed8d314db5eaa4f9828ff8acf639cf9fd97529434b61d3def42631cad
280725172302;ORBONE;ship;unknown;fd9844bcc3c20450e04df58b96067d60eabc4e8af0c9a80014fdccfc44daa0d0
280725172302;ORBONE;spacesuit;faulty;f13371718301f323c7b307d95add046deb9009cd1c36b0a8031c7db7a97e2cc5
280725172302;ORBONE;vehicle;killed;b60ee76c8010847d1d13f3f9beae24288070b74467938bbe58b705210e6645df
280725172301;ORBONE;spacesuit;killed;6086416fcc8f06e52e9581dfc4060aa4ad9dedf83e58b94688b947d1762e7b89
280725172302;ORBONE;ship;warning;b2d1183c3b08e4829b56ae66f42563e1c32454287f5d2aa174187a702f3ca5ad
280725172302;ORBONE;vehicle;warning;dd899d36486eb5af845e297a31651ba06ca8f2246a0893421d963ad0f2befb25
280725172302;TMRS;spacesuit;warning;1ca87153ebc1f3d455ae2e79779a653ac800fcbcf2cdd1cf68e530d0cee74d20
280725172302;TMRS;spacesuit;killed;d392e2834fa9783bb2b2e954650e56c2ca0cada43b78fe8032f0812d2dd47c8a
280725172302;TMRS;spacesuit;warning;1ca87153ebc1f3d455ae2e79779a653ac800fcbcf2cdd1cf68e530d0cee74d20
280725172301;TMRS;ship;unknown;1c679540ac7ec81f3f97b36efdd7f6b394ce2d39093493028e2f16641ab8dc03
280725172302;TMRS;spacesuit;faulty;b1079211a92ecedc6794920ae992b096a24bb294bbeaacf8cedc858391cf88e6
280725172302;TMRS;ship;warning;2934b2a34fa4942b6c05e95178ef7284ed6b2e8aa8f4ad971d7de723274ea664
280725172302;TMRS;spacesuit;killed;d392e2834fa9783bb2b2e954650e56c2ca0cada43b78fe8032f0812d2dd47c8a
280725172302;TMRS;satellite;unknown;2a3b3b4ca1897a648a9e3f09251f8961ed3f601dc748ed77468b8339d5c3ca94
280725172302;TMRS;ship;faulty;241d8889020a97ed3f6267621664ca6d6aed51b91ffd984352ca36b782021203
280725172302;TMRS;ship;killed;e016276589be91a1f02b40db3e1f712b36a06c7d0eb9e612614fddcc874fc434
280725172302;TMRS;spacesuit;excellent;ecec4a79a519c4f400c9d2929d4077e84e3685372cc00f5f869360116e2f549d
280725172302;TMRS;ship;killed;e016276589be91a1f02b40db3e1f712b36a06c7d0eb9e612614fddcc874fc434
280725172302;TMRS;satellite;excellent;53dad78a9b96b9e2fdb2a8ad9d67ed043b62abd51aecc43c3e88bbe8a4a4362e
